,peak_time,amplitude,inter_event_interval,condition
422,51.327,-66.63020203594039,0.10869999999999891,pre_drug
423,51.4357,-22.603968743048643,0.08010000000000161,pre_drug
424,51.5158,-49.1384297823604,0.29579999999999984,pre_drug
425,51.8116,-69.05419937238491,0.08650000000000091,pre_drug
426,51.8981,-47.544052992089604,0.07350000000000279,pre_drug
427,51.9716,-23.236775563858284,0.05079999999999529,pre_drug
428,52.0224,-70.01733552151464,0.0864000000000047,pre_drug
429,52.1088,-45.31180968201577,0.3421999999999983,pre_drug
430,52.451,-82.441799110651,0.2545999999999964,pre_drug
431,52.7056,-62.19601189646721,0.20410000000000394,pre_drug
432,52.9097,-68.43786899618662,0.08370000000000033,pre_drug
433,52.9934,-44.49916510155473,0.13329999999999842,pre_drug
434,53.1267,-32.839988863772916,0.15319999999999823,pre_drug
435,53.2799,-36.95998244132827,0.11290000000000333,pre_drug
436,53.3928,-100.72277126035044,0.2231999999999985,pre_drug
437,53.616,-61.40712786147141,0.11059999999999803,pre_drug
438,53.7266,-58.31185524295406,0.10890000000000555,pre_drug
439,53.8355,-95.14254456202562,0.10559999999999548,pre_drug
440,53.9411,-88.3705427925989,0.09830000000000183,pre_drug
441,54.0394,-63.746084271005884,0.3813999999999993,pre_drug
442,54.4208,-43.20673497735982,0.20689999999999742,pre_drug
443,54.6277,-25.3848856054173,0.08810000000000429,pre_drug
444,54.7158,-50.347579847149944,0.2331000000000003,pre_drug
445,54.9489,-48.3997191023327,0.17859999999999587,pre_drug
446,55.1275,-23.7836755833023,0.11560000000000059,pre_drug
